App Bundle Id,Description,Category
com.martian.cities.android.houston," Houston Local News provides quick access to all the top news sites for the great city of Houston, Texas, including many that are specially formatted for the mobile screen. A great way to enhance your reading experience. We put a lot of thought into the best collection of sites to include for Houston. It's also easy to share an article via email when you find something your friends and family might be interested in. Current sites included - Houston Chronicle - Houston Press - Houston Business Journal - NBC Houston - KPRC - ABC Houston - KTRK - CBS Houston - KHOU - FOX Houston - KRIV - Outside.in Houston - Houston Metblogs - H Texas Magazine - Houston Weather  ",News & Magazines
345382715,"New twist in classic ""Falling Blocks"" game. Play with challenging 5 brick figures instead of classic 4. Manipulate the falling blocks to form horizontal lines without gaps. Try to clear as many lines as possible. Compete with your friends and other players around the world.FEATURES- iOS 8 compatible- Game Center for online scores- Listen to game soundtrack or your own music while playing- Play with different brick sets.- Retina displayCONTROLS- Swipe the screen to move the figure left or right- Tap on the screen to rotate the figure. You may use [DIR] button to choose the rotation direction- Use 2 fingers to drop the figure.FREEThis is a free ad supported version of the game. For ad free version please search Appstore for Pentix app.",Games
com.kii.safe," Download Keepsafe to join the millions of people who have entrusted over a billion pictures to Keepsafe: the most popular photo locker and album vault app. Keepsafe secures personal photos and videos by locking them down with PIN protection, fingerprint authentication, and military-grade encryption. It’s the best place for hiding personal pictures and videos. With Keepsafe, you can protect your privacy, secure your photos, and save phone space.Use Keepsafe for: - 🌟   Preserving special memories- 🖼   Storing family photos- 💳   Protecting copies of your driver’s license, ID cards, and credit cards- 📎   Organizing important documentsJust look through your phone’s photo gallery and tap photos or videos to import into your Keepsafe photo vault. Once imported, you can delete your photos from your phone’s public photo gallery and still view them in your Keepsafe photo vault.Keepsafe Photo Locker Features: • Everything behind a lock - Your photos are secured via a PIN, pattern or your fingerprint.• Sync photos or videos - Your encrypted Private Cloud securely syncs your photos, albums and videos across all your devices.• Back up photos or videos for easy recovery - Fear not if your phone is lost, stolen or damaged!• Face-down auto lock - In a tight situation? Have Keepsafe lock itself when your device faces downward.• Safe Send photo sharing - Share private photos with confidence: control how long the recipient sees your photo -- photos disappear 20 seconds after they are received.• Keepsafe also doesn’t show up in your recently used apps list! Install Keepsafe basic to get free secure Private Cloud storage and also receive a free test drive of Keepsafe premium!Keepsafe Premium’s Exclusive Features:• Protect Privacy • Album Lock: Assign individual PIN codes to access particular albums• Break-In Alerts: Takes photos of intruders and tracks break-in attempts• Secret Door: Disguises your Keepsafe as another app• Fake Pin: Creates a decoy Keepsafe with a separate PIN codeManage Photos• Private Cloud: Stores up to 5,000 items in Keepsafe• Space Saver: Compresses photos and saves originals to the Cloud• Trash Recovery: Retrieves photos you’ve mistakenly deletedPersonalize Keepsafe• Ad-Free: Keeps your photo-viewing experience distraction-free• Custom Album Covers: Sets album thumbnails to a specific image FAQs:Q: Can I take my pictures out of Keepsafe?A: Yes - you can easily export photos from Keepsafe with just a couple of taps. Q: Where are my photos after I unhide them?A: After unhiding them, your pictures will be in a photo album labeled ""public."" Q: Is this like applying a lock on your photo album?A: Not quite, Keepsafe encrypts everything and backs up your data to ensure only you can see it and retrieve it. Q: I forgot my PIN or passwordA: Open Keepsafe & long-press on the Keepsafe logo to reset your PIN. Q: Does Keepsafe support .wmv video playback?A: No, Keepsafe does not support .wmv videos. Q: Why are there ads?A: Keepsafe Premium is ad-free. We’re able to offer Keepsafe Basic for free by support from ads. For more questions or comments, email: support@getkeepsafe.com Support:http://support.getkeepsafe.com Terms of Service: http://www.getkeepsafe.com/privacy.html#terms-of-service Privacy Policy:https://www.getkeepsafe.com/privacy.html#privacy-policy  ",Photography
285692706,"Win $100K exclusively with theScore app!Install theScore NOW and JOIN theScore $100K Team Tourney Challenge this March - all the college basketball bracket-picking gameplay you’ve come to love with a unique social TWIST!Create groups to take on your friends for bragging rights, but your GROUP will also compete together as A TEAM for the $100,000 GRAND PRIZE!  The TEAM whose brackets have the HIGHEST AVERAGE SCORE at the end of the tournament walks away with a cool $100,000! Plus, there’s also a top prize of $25K for the best overall individual bracket!Download the app now, and play.Terms and Conditions apply. Check Official Contest Rules before entering.Apple not a sponsor of the Contest, and Apple is not involved in, or in anyway responsible for, the Contest, including its administration and prize distribution.----------------theScore : the Original Sports app for Serious Sports Team Coverage.theScore gives you real-time scores, stats, news coverage, draft details, fantasy news and game-time alerts about every team in NBA Basketball, NCAA Basketball, NFL Football, MLB Baseball, NCAA Football, NHL Hockey, English Premier League Soccer, La Liga Soccer, Champions League Soccer, World Cup and all major sports and competitions!theScore is also a complete fantasy sports tool. It is lightning fast, incredibly stats-rich and totally customizable. Build a custom feeds of your favorite teams, leagues, and players. Enable notifications and never miss a key play, major sports news story, injury update or game-time again! Real-time scores, stats, game-time reminders, and news across every team in these major sports:- Basketball (NBA Basketball, NCAA Basketball - including March Madness leagues and playoffs)- Football (NFL Football, NCAA Football and CFL Football regular season and playoffs) - Baseball (College World Series and MLB Baseball season play and playoffs)- Hockey (NHL Hockey, IIHF WJHC - World Junior Hockey Championship, NCAA Frozen Four) - Soccer (Premier League Soccer, Champions League, World Cup, Serie A, La Liga, Bundesliga, MLS, FA Cup, Capital One Cup, Europa League, Ligue 1, Coppa Italia, Copa Del Rey and Liga MX) - Golf (PGA, LPGA, Ryder Cup, European Tour, Web.com Tour) - Mixed Martial Arts (MMA: UFC and Bellator)- Auto Racing (NASCAR Sprint Cup, Formula 1) - Tennis (ATP, WTA)- Lacrosse (NLL)Want to suggest a new feature, league or need support?Email: thescoreapp@thescore.com Twitter: @theScoreHelp-- We are affiliated with theScore.comPrivacy Policy: http://www.thescore.com/pages/privacyTerms of Use: http://www.thescore.com/pages/terms",Sports
503000503,"So you want to be a fashion star?? Join an elite fashionista community who have collectively created over 50 million unique design creations!** NAMED BEST APP 2012 IN STYLE & BEAUTY BY IPHONE LIFE **Express your creativity with Fashion Star Boutique, the game designed by top fashion experts for fashion lovers and inspired by runways around the world. Experience the latest in fashion trends and showcase your personal design style and flair. Fashion Star Boutique...Fun, Fabulous, Fashion! **********Features:* Be an aspiring fashion star! * Design clothes, customize patterns, and run your own fashion boutique!* Choose from the hottest styles! * Learn the tricks of the trade as you try to satisfy your customers' requests!* Get inspired by hundreds of unique designs inspired by a top fashion designer!* Showcase your portfolio of designs exclusively in your very own chic boutique!*  Design, Style, Dress* Unlock exclusive fashion designs! If you've ever dreamed of living the life of a glamorous fashion designer, Fashion Star Boutique is for you!Fashion Star is brought to you by XMG Studio, the creators of the hit style application Style Studio: Fashion Designer, winner in the 2010 Best App Ever Awards category for Art Application of the Year. **********Check out our other amazing games!! Cows vs. Aliens,  Inspector Gadget, and Ghostbusters™ Paranormal Blast! **********Visit Us! xmg.comLike Us! facebook.com/FashionStarBoutiqueGameFollow Us! @xmgstudioPin Us! pinterest.com/fsboutiqueWatch Us! youtube.com/xmgstudio",Games
com.kitkatandroid.keyboard," Keyboard - Emoji, Emoticons is a smart, colorful and free emoji keyboard for Android. Wanna personalize your keyboard completely & have it anyway you want it to be to your liking? Still don’t know how to get emojis? Try this All-in-One emoji app & you'll like it!😘 Keyboard - Emoji, Emoticons helps you fast input over 3000 keyboard emoji, emoticons, sticker, lenny face, free GIF,  everywhere like Allo, Facebook, Twitter, Instagram, WhatsApp and any social apps straight from this emoji app. With 1000+ awesome keyboard themes, gesture typing & auto correction, fully customizable keyboard color, wallpaper, font & over 65 languages supported, Keyboard - Emoji, Sticker is the best keyboard with emoji for Android. Typing has never been so fun with Keyboard - Emoji, Emoticons! Keyboard - Emoji, Emoticons supports Allo app with tons of emoji & sticker! Make Allo more fun! 👉The Best Keyboard👈👍Featured 200+ times on Google Play👍👍Millions of users worldwide👍👍Top Developer on Google Play👍 Emoji Keyboard FeaturesEmoji + Emoticons + GIFs + Stickers + Lenny face- Tons of ios emoji, emoticons, Kaomoji, sticker- Japanese emoticons ( ͡° ͜ʖ ͡°), (ʘ‿ʘ)- Send thousands of free animated GIF directly from GIF keyboard - Emoji & emoticons prediction to match your words from keyboard- Emoji Art, Emoji Symbols, Emoji Dictionary, Emoji Answer, Emoji ASCII- Support middle finger emoji & iphone emoji sticker in keyboards Awesome Personalization Features- 1000+ keyboard themes in emoji keyboard for galaxy- Keyboard key press sound customization- Keyboard color, font and wallpaper customization Fast Smart input with Gesture Typing- Auto correction and next word suggestion in keyboards- Keyboard top row emoji & number and bottom arrow row- Copy, cut and paste straight from emoticon keyboard android Various Keyboard Layout- QWERTY, QWERTZ and AZERTY keyboard- Over 30 dictionaries for different languages- Resize and split keyboard layout Privacy and Security- We NEVER collects any personal info from keyboards Keyboard supports 65 Languages ❤Contact UsFacebook: https://www.facebook.com/kkemojikeyboardTwitter: https://twitter.com/kkemojikeyboardWebsite: http://www.emoji-keyboard.comEmail: kkemojiandroid@gmail.comWe are constantly working hard on making the “KK Emoji Keyboard” app better and more useful for your typing needs. Please feel free to email us for any queries/suggestions/problems or if you just want to say hello. We would love to hear from you. Tell your friends about if you have enjoyed funny typing on android emoji keyboard app.  ",Productivity
400169658,"With Friendly, you only need one app for all your Facebook, Messenger and Instagram needs.- Save space on your device- Preserve your battery- Save Data Usage- Easily switch between multiple accounts- Order feed by Most Recent- Configurable Ad Blocker (save bandwidth and block ads and trackers)- Download Photos & Videos- Repost Photos- User TouchID or Passcode to Login- Colorful Themes- Adjust Font SizeNOTE: You cannot upload photos to Instagram using Friendly. This is unfortunately a limitation of Instagram, which does not let third-party app post pictures. We will add this feature as soon as this is made possible GIVE FRIENDLY A TRY !And don't hesitate to reach out if you need anythingCONTACT / HELP & FEEDBACKMessage us at: http://facebook.com/getFriendlyor by email at: help @ friendlyappstudio.comNotes:- Facebook® and the Facebook logo are trademarks of Facebook Inc.- Friendly is not affiliated with, endorsed, or sponsored by Facebook",Social Networking
1146465836,"Sequel to the most addictive and entertaining physics based driving game ever! And it's free!Newton Bill is Back! After journeying to where no ride has been before, Bill is ready to challenge the whole world in Hill Climb Racing multi player madness.Face new unique challenges in unique environments with many different cars. Defeat your opponents and collect big bonuses to tune your car and reach ever higher positions. With little respect to the laws of physics, Newton Bill will not rest until he has defeated all his opponents on the highest hills!Bill still likes to take some time off racing to just conquer hills. Original distance based game play is still here to enjoy!Features:- Many different vehicles with unique tuning options- Tune-able parts include engine, suspension, tires and 4WD- Numerous environments with achievements- Vastly improved graphics and smooth physics simulation- Designed to look good on low and high resolution devicesHill Climb Racing 2 is free to play but there are optional in-app purchases available for you to gain the competitive edge - if you choose to do so!We'd appreciate if you'd report any issues you're having with the game to support@fingersoft.net, please include your device make and model.Follow Us:* Facebook: https://www.facebook.com/Fingersoft* Twitter: @fingersoft* Web: https://www.fingersoft.netTerms of Use: http://fingersoft.net/eula/Privacy Policy: http://fingersoft.net/privacy/Hill Climb Racing is a registered trademark of Fingersoft Ltd. All rights reserved.",Games
com.mp4video.downloader.free," App Disclaimer:You should not download any copyrighted works without permission from the owner(s). This is against the law. Due to Terms of Service of YouTube, you can't access or download any of their videos.Download Video App is the best video downloader software that saves videos for offline useIt's the best video manager available!Awesome Features of Download Video App for Android:- 100% free- Bookmark sites from within the application- Search for your favorite video  ",Video Players & Editors
com.sega.sonic.transformed," It’s Not Just Racing… it’s Racing Transformed!Race as Sonic and a host of legendary All-Stars and prepare to transform! Speed across land, sea and air in a high velocity battle to the finish line, as your amazing transformable vehicle changes from car to boat to plane mid-race.  Racing on mobile will never be the same again!LEGENDARY RACERSRace as 10 legendary racers at launch each with their own unique transformable vehicle. Plus many more All-Stars coming soon!DYNAMIC TRACKSTake to land, sea & air as you race through dynamically changing courses. Discover alternate routes, find new power-ups and avoid emerging hazards as you race to victory – every track feels different.DESIGNED FOR MOBILEA brand new World Tour has been designed for gaming on the go, plus Daily and Weekly Challenges test your racing prowess.ULTIMATE MOBILE MULTIPLAYER!Take on your friends in ultracompetitive 4-player races, both online and locally. Plus challenge your friends’ best times to show them who is the best.SOCIALLY CONNECTEDComprehensive Facebook integration – see your friends’ profile pics on the track and take them down.MULTIPLE CONTROLSChoose to play with touch or tilt controls, or even use a controller to race!- - - - -This game may include ""Interest Based Ads"" ​(please see http://www.sega.com/mprivacy#3IBADiscolure​ for more information)​​ and may collect ""Precise Location Data"" ​(please see http://www.sega.com/mprivacy#5LocationDataDisclosure​ for more information)​- - - - -Privacy Policy: http://www.sega.com/mprivacyTerms of Use: http://www.sega.com/termsSEGA, the SEGA logo, SONIC THE HEDGEHOG and SONIC RACING TRANSFORMED are either registered trade marks or trade marks of SEGA Holdings Co., Ltd. or its affiliates. All rights reserved.  ",Racing
com.solebon.solitaire," LOVED BY MILLIONS ♥Try the best FREE SOLITAIRE card game for Android. Every deal is winnable. Victories are celebrated with custom animations. Beautifully designed and feature-rich, this is the #1 FREE SOLITAIRE card game for your Android device. Highly rated and always free.CLASSIC SOLITAIRE PLUS MUCH MORE!Enjoy Windows style Klondike and other classics including FreeCell and 4 versions of Spider. Try new player favorites such as Baker’s Game, Demon, Pyramid, Scorpion and Yukon plus 10 originals not found anywhere else including Russian Revolver. Our leading solitaire suite delivers 50 card games wrapped in high-resolution graphics within a clean, intuitive interface.KEY FEATURES• Available for phones and tablets• Portrait and landscape play• 50 games including 10 Solebon originals• Every deal can be winnable with Winning Deals• Always free• Play with friends via Match Play• Simple tap card movement• Choose from several HD styles• Detailed statistics• Favorite games feature• Right or left handed play• Foundation Auto play• Unlimited undo• Rules for all games• Timer• Scoring• Moves tracking• Color preferences• Speed preferences• Many more features managed within Settings50 FREE SOLITAIRE CARD GAMESAccordion, Aces Up, Agnew Sorel, Ambrose*, Askew*, Baker's Game, Baker's Game Easy, Beleaguered Castle, Blind Alleys, Bouquet, Busy Aces, Colorado, Creepy Crawly*, Demon, Doublets, Easthaven, Eight Off, Eight Off Easy, Fanny, Fanny Easy, Fortune’s Favor, Four Seasons, Fourteen Out, FreeCell, FreeCell Easy, Golf, Honeybees*, Klondike Deal 1, Klondike Deal 3, La Belle Lucie, Lady of the Manor, Monte Carlo, Pas Seul, Penguin, Provisional*, Pyramid, Pyramid Easy, Russian Revolver*, Scorpion, Single Rail, Spiderette, Spiderling*, Spiderling 2 Suits*, Spiderling 4 Suits*, Thumb and Pouch, Triple Mulligan*, Vertical, Whitehead, Will o’ Wisp, Yukon. (* indicates Solebon original games not found elsewhere)SUPPORTFor support and answers to frequently asked questions, head over to http://www.solebon.com/support.html. Follow us on Twitter @SolebonApp. Like us on Facebook https://www.facebook.com/SolebonApp. Play everywhere!Solebon is built in the USA.  ",Card
com.madfingergames.deadtrigger2," BEST ZOMBIE SHOOTER EVERTake your part on saving the world and win unbelievable real prizes in specially designed tournaments. Earn the money every day from oil fields!*50+ Millions survivors from all over the world are now part of Global Zombie Warfare!**Join them and begin the mega fight for your life.*""Hours of fun in marathon sessions or short bursts."" - Gamezebo""The game is improving upon everything that made the first title great."" - Arcade SushiDownload Dead Trigger 2 for FREE and enter a dark world where humanity is engaged in the ultimate battle for survival in the face of a global Zombie apocalypse.MASSIVE, CONTINUOUSLY UPDATED CONTENT. EVOLVING STORYLINES.Dead Trigger 2 is constantly evolving and expanding. Every update features new content intended to make your game even more enjoyable.- Travel across 10 regions in different parts of the world.- Explore 33 unique environments.- Grab your favorite Zombie annihilator from 37 kinds of weapons.- Go for the action in more than 600 gameplay scenarios.TOURNAMENTS FOR REAL PRIZESGet ready people, here they come. Join warriors from all around the world and fight in the Arena under custom gladiator rules every week. Become a legend in new Purgatory Arena.MOUTH-WATERING GRAPHICSYou’ll be dazzled by cutting-edge graphics, including real time water reflections, dynamic vegetation and enhanced ragdolls. Explore multiple locations and slaughter the undead in diverse places like eerie Shanghai alleyways, abandoned mines or the African desert, Europe, South America …THE FINGER IS MIGHTIER THAN THE GUNChoose between a touch control scheme created especially for casual players or an enhanced virtual joystick.Do you prefer console gaming? Then go ahead, Dead Trigger 2 supports MOGA.REAL TIME STORY DEVELOPMENTYou are not alone. Take part in the Global Resistance, tune in to the to stay informed as the global gameplay develops, directly influenced by the participation of every single player. Enjoy different types of operations such as story or global missions and side-quests.REWARDS FOR EVERYONEParticipate in global missions and receive rewards. Complete achievements, meet challenges and receive exclusive in-game currency.THE HIDEOUTExplore your personal hide-out and meet the Gunsmith, Medic, Scientist, Smuggler and Engineer. These NPCs will help you unlock incredible new weapons and gadgets.ORIGINAL AND FUN GAMEPLAYForget easy-to-kill Zombies. Get ready for Kamikaze, Vomitron and other bosses – powerful Zombies with an inventive approach to your elimination. Also be sure to try out non-traditional melee weapons such as the Big Hammer, Boat Motor or Machete. What’s our favorite? You gotta try the Grenade Chickens, Rocket Chickens and special Machine-Gun Mounted Chickens. You’re gonna love them…  ",Action
749106884,"iOS 10 ready! New ringtones and sounds for the new iOS and new devices!Please Note: You'll need iTunes to apply new ringtones. It's a unified technical requirement for ALL the apps with ringtones. Don't worry, we provide clear instructions on how to do it fast and easily!Get tons of high-quality, licensed ringtones from different categories - from Pop and Dubstep to Rock and Animal Sounds. Choose custom tones and alerts for all kinds of notifications!Turn any song into a ringtone! Edit your ringtones with Ringtone Maker. You can even record any sound, process it and make it your ringtone!The app offers a wide selection of:* Ringtones* Text Tones* New Voicemail Tones* New/Sent Mail Tones* Calendar Alerts* Reminder Alerts* Tweet SoundsFeatures:  - Rich Ringtone Collection for endless customization- Ringtone Maker + Sound Theme Maker- Built-in music player for pre-listening before creating- Create ringtones from your favorite songs- Record your own sounds- Apply Reverse sound effect- Change tracks’ pitch- Check out the most popular and recently added sounds- Mark favorite sounds when listening- Universal application: install once, use it across all your devicesHip-Hop or Electronic, Romantic or Funky, Rock or Animal Sounds – choose the ringtones to perfectly suit your mood or any occasion.We add new tunes and sounds on a regular basis. Just tap ""New"" to see the updates!",Music
com.ubisoft.trolls," It’s time for the BIGGEST, LOUDEST, CRAZIEST party ever!Build an awesome Troll village in a fuzzy world bursting with color! Fill it with unique Trolls, then get ready to throw the coolest themed-parties with your favorite characters from DreamWorks Animation’s “Trolls”!BUILD YOUR OWN TROLL VILLAGE: - CUSTOMIZE your village with lively crops, activity centers, trampolines, swimming pools, snazzy dancefloors, and more!- GROW AND FARM FANTASTICAL GOODIES including colorful lollipops, sour stripe candies and oversized berries. - ENHANCE your forest with quirky critters that produce whimsical treats and hair products for the Trolls.- UNLOCK cozy new pod homes in various shapes, sizes, and fun designs!THROW AWESOME THEMED PARTIES TO ATTRACT NEW TROLLS - HOST THE BEST PARTIES AROUND from events like Bouncing Beats, Put Your Hair in the Air, Heat Wave pool party and many more! - SHOW OFF your Trolls’ talents in the spotlight, and get the party jammin’ by playing exciting mini-games!- ATTRACT NEW TROLLS by amazing the party crowds to join and inhabit your village!- COLLECT THEM ALL and complete each unique Troll family to unlock Trolltastic rewards!INTERACT WITH TROLLS FROM THE MOVIE & BEYOND: - PLAY AND PARTY with all your favorite Trolls from the movie – Poppy, Branch, DJ Suki, Guy Diamond and the entire Snack Pack!- BOOST THEIR ENERGY with delicious sweets, cupcakes, pastries, and plenty of haircare! - INTERACT with all the individual Trolls in their stylish pod homes.- LEVEL-UP each Troll to develop their incredible talents in dancing, DJing, yoga, scrapbooking and more!PARTY WITH YOUR FRIENDS: - VISIT your friend’s village every day to receive gifts!- INVITE your friends to join the Crazy Party Forest community! SHARE your in-game achievements on Facebook!PLEASE NOTE: This game is free to download and play but some game items can be purchased for real money. You can disable in-app purchases in your device's settings.  ",Casual
com.hugsnhearts.android_beard_salon," Always curious about your boy friend's beard? Now you can design it yourself!In this funny game, you can shave all these boys' beards whenver and however you like!We have 3 handsome guys to let you choose from!How to play~Use Tons of tools. Razor blade, clippers, electic shavers...~Hairstyles of your choice!~Apply for Tons of decorations. Sunglasses, hats, ties, clothes...~Finally take a photo with your Mr. Right!DOWNLOAD THIS FANTASIC GAME TODAY!!!!Wanna have more fun? We would love to hear from you!Find us on Facebook at https://www.facebook.com/hugsNheartsGamesOr on Twitter at https://twitter.com/Hug_n_HeartsFor more information about Hugs N Hearts, please visit http://www.hugsnhearts.com/For more information about Beard Salon, please visit http://www.hugsnhearts.com/beard-salon-beauty-makeover  ",Educational
com.emojifamily.emoji.keyboard," Supports Allo app with tons of emoji & sticker! Make Allo more fun! Emoji Keyboard Lite for Android Phone fast input with Android L (Lollipop) Material Design. Android 5.0 support.Highlights- 5000+ Emoji,Emoticons,Sticker,Smiley and Text face- Material Design keyboard layout for Android- Emoji is compatible with Allo, Whatsapp,Facebook Messenger, Twitter, Kik and other social app- Fast input emoji everywhere like email, text, message,note and contact- Messaging emoji to other phone- Gesture Typing with dynamic floating preview- Customizable key press sound- Resize and split layout as you wish- Customizable keyboard color, font and wallpaper- Use Photo as keyboard background- Top row emoji to fast input- Text face including ( ͡° ͜ʖ ͡°), (ʘ‿ʘ)- Top row number input- Auto correct and smart next word suggestion- Over 1000 beautiful themes- Android L Material UI Style- Always display capital letter- Copy,cut,paste and arrow key- Bottom row arrow keySupport Language:English(US)English(UK)AfrikaansAlphabet(QWERTY)Arabic - AR-اللغة العربية Armenian(Armenia)BelarusianBulgarian - BG-Български език Catalan-CA-Català Croatian-HR- Hrvatski Czech-CS- čeština Danish-DA- dansk Dutch-NL- Nederlands EsperantoEstonianFilipinoFinnish-FT- Suomi French-FR- française French(Canada)Georgian-ka-ქართულიGerman-DE- Deutsch Greek-EL- Ἑλληνική Hebrew-HE- Ivrit Hindi-hi-हिन्दी Hungarian-HU- Magyar IcelandicIndonesian-ID- Bahasa Indonesia Italian-IT- Italiano Khmer(Cambodia)KirghizLaosLatvianLithuanian-LT-Lietuvių MacedonianMalay- MS- Bahasa Melayu Norwegian-NO- norsk PersianPolishPortuguese(Brazil)Portuguese-PT-português Romanian-RO- română Russian-RU-Русский язык SerbianSlovak-SK- Slovenčina Slovenian- SL-slovenščina Spanish-ES- Español Spanish(US)SwahiliSwedish-SV- svenska Thai- TH -ไทย Turkish-TR- Türkçe Ukrainian -UG-українська мова VietnamZulu  ",Personalization
1138834300,"The patients are suffering, please give them Emergency Surgery immediately!This free game is very fun.There are 3 Stages in this game:Stage 1 - Car AccidentLisa has a car accident and her nose and legs are injured. Please call 911 and get an ambulance. She needs Emergency Surgery right now! This is not just a kids game, but also adult like to play fun games.There are 5 parts in this stage: • Car Accident • Emergency treatment in the ambulance • Surgery Preparation • Nose Emergency Surgery • Leg Emergency SurgeryStage 2 - Pregnant Mommy’s AccidentEmily is going to give birth in a month. But she fell down while walking and she is bleeding right now! Please get an ambulance and take her to the hospital! She needs s caesarean now.There are many most fun game in it. There are 5 parts in this stage: • Accident of the pregnant mommy • Emergency treatment in the ambulance • Surgery Preparation • Caesarean • Treatment after the surgeryStage 3 - GunshotJack is a police officer and he was shot by a robber. He is dying and he needs surgery right now! Please help him get an ambulance and take him to the hospital. Please save him! But also very suitable for girls game.There are 4 parts in this stage: • Gunshot • Emergency treatment in the ambulance • Surgery Preparation • Emergency SurgeryCould you please save all of them? Find more free online games, please browse the website http://www.6677g.com  No need to download!!",Games
com.SmartCamera.simple," Would you like to take a high-quality photo or have a photo shoot with your friends? Surprise them with this new application - Lite Smart HD camera be a Pro!With Lite Smart Camera you make fascinating pictures like a pro and then share with friends. Edit taken photos and make them unique.Use Lite Smart HD camera to take full advantage of your phone or tablet. Now you can capture moments in a fast and easy way. With this camera app, you can create beautiful pictures like a pro photographer, edit and conveniently upload them to social networks directly from your application.It has never been so easy to get HD quality pictures and video. Lite Smart HD Camera be a Pro is a free application that features:- universal pro camera- android photo gallery- photo uploader to all social networks and all installed app.You can set up this camera as the main camera of your phone or tablet.Lite Smart HD camera be a Pro has following features: ★ Quickly take pictures ★ Quick Snap ★ Android photos ★ Optical / Digital high quality zoom ★ AutoFocus ★ Touch and Focus ★ Gallery for viewing images ★ Take colourful selfies ★ Upload photos to social networksAdvanced camera features: ★ The ""big button"" for taking selfies ★ Flash settings (Auto, Touch, Red Eyes, Disable, etc.) ★ Simple pinch zooming ★ Shutter sounds ★ Daylight correction ★ Hands shake control by camera  ",Lifestyle
com.talkatone.android," Free calls & texts via WiFi or cellular data, no cell minutes used, all with Talkatone.Text and call from anywhere you are and keep in touch with loved ones everywhere! Get a free phone number of your choice, call for free in the U.S. and Canada,  or make cheap international calls without using any of your minutes. Staying in touch is easy with Talkatone.Call, text and share. With Talkatone, you can stay in touch with free WiFi and data communication.TALKATONE FEATURES:FREE PHONE NUMBER• Free US/Canada phone number. Get a free phone number of your choice.• Phone calls can be made for free, without a cell phone plan. Talkatone can be your only phone.FREE TEXTING & FREE CALLING TO U.S. & CANADA• Text and call anyone via WiFi or cellular data - No cell minutes used• Free SMS/MMS texting with your free US/Canada phone number, free phone calls and free SMS/MMS texting• Group texts are free for all usersFREE PICTURE TEXTING and FREE MMS• Text photos for FREE to any U.S. or Canada numberCHEAP INTERNATIONAL CALLS• International calls are made easy with Talkatone. Call overseas without paying exorbitant fees• International calls to YOU are completely freeWIFI PHONE & MESSAGING• Free WiFi calls let you call anyone, even if you don’t have a cell data planINTERNATIONAL CALLING TRAVELING OVERSEAS• Call and text U.S. phone numbers on WiFi without paying outrageous roaming charges.• International calls make traveling easier. Now you can take your Android device with you when you travel.FREE CALLS FROM YOUR TABLET• Call and text friends and family from your Android tablet with Talkatone. No cell plan required• Get a free phone number for your tablet to access free texting and calling• Request a second phone number for your phablet to access free texting and callingFREE CALLING CREDITS• Achieve effectively free unlimited international calling, by completing simple and easy free offersEnjoy free texting and calling with your free number from Talkatone and receive cheap international calls to the U.S. and Canada without using any of your cellular data or minutes.Talkatone does not support 911 emergency calling or texting.Carrier data charges may apply. Contact your carrier for more information.CONTACT USWe are happy to hear your feedback and help you solve any Talkatone issues. Just email us at support@talkatone.com, and we'll respond to you promptly.More info: www.talkatone.com  ",Communication
com.rssolution.acalcguide," The unofficial FAN project app A-Guide | A-Calc for the game Ark: Survival Evolved is a taming calculator and companion app guide for the ingame dino tame prozess. He calculated the required time and resources necessary for the dino taming. You can look at the effectiveness, the associated expected bonus level and extended creature or dino stats for each type of food. Plan your next taming with unique calculations, exact values and more gaming fun with A-Guide. Survive now in ARK dangerous creature world. Good luck and have fun for your next dinosaur catch.Pro Version (AdFree): https://play.google.com/store/apps/details?id=com.rssolution.acalcproFEATURES:- Taming calculator and guide for every creature or dinosaur in Ark: Survival Evolved and Ark: Scorched Earth- always newest ARK Dev Kit and personal testing data- compatible calculations for PC, Xbox One and PS4 Version from Ark: Survival Evolved - calculated tamed time for different types of food and food quantity- Torpor details and calculations e.g. required narcotics, narcoberries and Bio Toxin- Knockout details for each dinosaur- extra taming details, effectiveness bonus level, max level info and XP for Killing- resources gathering Top 3 for each dino or creature- Torpor timer and starve calculated timer for starve tame- Recipes and dyes- Engram calculations- Admin commands with spawn codes for dinos and items- Kibble recipes overview and info directly by dino selection- Saddle recipes and info- Custom map for Ark: Survival Evolved of The Island, The Center an Scorched Earth by A-Calc- Official ARK Wiki link for each dinosaur- Breeding times with calculator and multipliers- Wild dino stats with calculator and overview- Carryable by: Overview and directly by dino selection- Patchnotes section for PC, Xbox One and PS4- dino tame and foodrate multipliers for unofficial Ark: Survival Evolved Server - e.g. ""0.5"" / ""2"" / ""5"" / ""0.25""- settings are saved automatically (multipliers, level, weapon damage, melee damage, language switch etc.)- Multi language GUI - more languages will come: you can switch manually between english, german, russian, spanish and italian- custom calculator and unique return calculations: add and remove food via touch interaction or manually input-- FAN Project --Content is available under CC BY-NC-SA 3.0 unless otherwise noted.Game content and materials are trademarks and copyrights of their respective publisher and its licensors (Studio Wildcard). All rights reserved.used with permission | fair use policy© 2016 coded by A-Calc www.a-calc.de and is not affiliated with the game publisher.  ",Tools
